Date,Open_^GSPC,High_^GSPC,Low_^GSPC,Close_^GSPC,Volume_^GSPC,Pct_Change
2017-12-26,2680.5,2682.739990234375,2677.9599609375,2679.090087890625,1970660000,
2017-12-27,2682.6201171875,2685.639892578125,2678.909912109375,2682.10009765625,2202900000,0.11235194289398454
2017-12-28,2687.5400390625,2687.659912109375,2682.68994140625,2686.10009765625,2174890000,0.149136864932653
2017-12-29,2673.610107421875,2692.1201171875,2673.610107421875,2689.14990234375,2447760000,0.1135402470727298
2018-01-02,2695.81005859375,2695.889892578125,2682.360107421875,2683.72998046875,3397430000,-0.2015477779902186
2018-01-03,2713.06005859375,2714.3701171875,2697.77001953125,2697.85009765625,3544030000,0.5261377743014828
2018-01-04,2723.989990234375,2729.2900390625,2719.070068359375,2719.31005859375,3697340000,0.7954467505864482
2018-01-05,2743.14990234375,2743.449951171875,2727.919921875,2731.330078125,3239280000,0.44202460448610204
2018-01-08,2747.7099609375,2748.510009765625,2737.60009765625,2742.669921875,3246160000,0.41517661453003285
2018-01-09,2751.2900390625,2759.139892578125,2747.860107421875,2751.14990234375,3467460000,0.3091870589718271
2018-01-10,2748.22998046875,2750.800048828125,2736.06005859375,2745.550048828125,3579900000,-0.20354592495502866
2018-01-11,2767.56005859375,2767.56005859375,2752.780029296875,2752.969970703125,3645690000,0.2702526540416583
2018-01-12,2786.239990234375,2787.85009765625,2769.639892578125,2770.179931640625,3587220000,0.6251416150792499
2018-01-16,2776.419921875,2807.5400390625,2768.639892578125,2798.9599609375,4362880000,1.0389227417379354
2018-01-17,2802.56005859375,2807.0400390625,2778.3798828125,2784.989990234375,3790340000,-0.4991129168723685
2018-01-18,2798.030029296875,2805.830078125,2792.56005859375,2802.39990234375,3703300000,0.6251337408903934
2018-01-19,2810.300048828125,2810.330078125,2798.080078125,2802.60009765625,3724230000,0.007143709658730124
2018-01-22,2832.969970703125,2833.030029296875,2808.1201171875,2809.159912109375,3489480000,0.2340617364072317
2018-01-23,2839.1298828125,2842.239990234375,2830.590087890625,2835.050048828125,3541140000,0.9216327132943292
2018-01-24,2837.5400390625,2852.969970703125,2824.81005859375,2845.419921875,4079270000,0.3657738970485269
2018-01-25,2839.25,2848.56005859375,2830.93994140625,2846.239990234375,3873100000,0.02882064447045085
2018-01-26,2872.8701171875,2872.8701171875,2846.179931640625,2847.47998046875,3474680000,0.04356590584875253
2018-01-29,2853.530029296875,2870.6201171875,2851.47998046875,2867.22998046875,3587420000,0.693595745552833
2018-01-30,2822.429931640625,2837.75,2818.27001953125,2832.739990234375,4012070000,-1.2029028180270518
2018-01-31,2823.81005859375,2839.260009765625,2813.0400390625,2832.409912109375,4276270000,-0.011652256336192046
2018-02-01,2821.97998046875,2835.9599609375,2812.699951171875,2816.449951171875,3977380000,-0.5634763834594159
2018-02-02,2762.1298828125,2808.919921875,2759.969970703125,2808.919921875,4340220000,-0.2673588889354095
2018-02-05,2648.93994140625,2763.389892578125,2638.169921875,2741.06005859375,5310840000,-2.415870340509829
2018-02-06,2695.139892578125,2701.0400390625,2593.070068359375,2614.780029296875,5917350000,-4.606977833300762
2018-02-07,2681.659912109375,2727.669921875,2681.330078125,2690.949951171875,4646300000,2.91305276243381
2018-02-08,2581.0,2685.27001953125,2580.56005859375,2685.010009765625,5333840000,-0.2207377139683775
2018-02-09,2619.550048828125,2638.669921875,2532.68994140625,2601.780029296875,5690110000,-3.0998014966810206
2018-02-12,2656.0,2672.610107421875,2622.449951171875,2636.75,4069220000,1.3440786811087735
2018-02-13,2662.93994140625,2668.840087890625,2637.080078125,2646.27001953125,3503540000,0.3610512764293139
2018-02-14,2698.6298828125,2702.10009765625,2648.8701171875,2651.2099609375,4011940000,0.18667563664289677
2018-02-15,2731.199951171875,2731.510009765625,2689.820068359375,2713.4599609375,3696140000,2.3479845397830212
2018-02-16,2732.219970703125,2754.419921875,2725.110107421875,2727.139892578125,3646920000,0.5041508567496411
2018-02-20,2716.260009765625,2737.60009765625,2706.760009765625,2722.989990234375,3646920000,-0.15217049756207635
2018-02-21,2701.330078125,2747.75,2701.2900390625,2720.530029296875,3789040000,-0.09034043262451386
2018-02-22,2703.9599609375,2731.260009765625,2697.77001953125,2710.419921875,3720620000,-0.3716227100234559
2018-02-23,2747.300048828125,2747.760009765625,2713.739990234375,2715.800048828125,3200360000,0.19849791206534295
2018-02-26,2779.60009765625,2780.639892578125,2753.780029296875,2757.3701171875,3436590000,1.5306748513136181
2018-02-27,2744.280029296875,2789.14990234375,2744.219970703125,2780.449951171875,3752070000,0.8370234318748615
2018-02-28,2713.830078125,2761.52001953125,2713.5400390625,2753.780029296875,4244570000,-0.9591944592910018
2018-03-01,2677.669921875,2730.889892578125,2659.64990234375,2715.219970703125,4514490000,-1.4002592140083037
2018-03-02,2691.25,2696.25,2647.320068359375,2658.889892578125,3891250000,-2.074604589417961
2018-03-05,2720.93994140625,2728.090087890625,2675.75,2681.06005859375,3733640000,0.8338128659449051
2018-03-06,2728.1201171875,2732.080078125,2711.260009765625,2730.179931640625,3389030000,1.8321064046822988
2018-03-07,2726.800048828125,2730.60009765625,2701.739990234375,2710.179931640625,3406690000,-0.7325524507822978
2018-03-08,2738.969970703125,2740.449951171875,2722.64990234375,2732.75,3206040000,0.8327885575372784
2018-03-09,2786.570068359375,2786.570068359375,2751.5400390625,2752.909912109375,3376870000,0.737715199318445
2018-03-12,2783.02001953125,2796.97998046875,2779.260009765625,2790.5400390625,3216960000,1.3669218446851206
2018-03-13,2765.31005859375,2801.89990234375,2758.679931640625,2792.31005859375,3324290000,0.06342928273641579
2018-03-14,2749.47998046875,2777.110107421875,2744.3798828125,2774.06005859375,3394630000,-0.6535807133535521
2018-03-15,2747.330078125,2763.030029296875,2741.469970703125,2754.27001953125,3543710000,-0.7133962006767858
